id,func_name,input_text,target_text
886,myrights,"Summarize Python: def myrights(self, mailbox):",Show my ACLs for a mailbox (i.e. the rights that I have on mailbox).
887,namespace,Summarize Python: def namespace(self):,Returns IMAP namespaces ala rfc2342.
888,noop,Summarize Python: def noop(self):,Send NOOP command.
889,partial,"Summarize Python: def partial(self, message_num, message_part, start, length):",Fetch truncated part of a message.
890,proxyauth,"Summarize Python: def proxyauth(self, user):","Assume authentication as ""user""."
891,rename,"Summarize Python: def rename(self, oldmailbox, newmailbox):",Rename old mailbox name to new.
892,search,"Summarize Python: def search(self, charset, *criteria):",Search mailbox for matching messages.
893,select,"Summarize Python: def select(self, mailbox='INBOX', readonly=False):",Select a mailbox.
894,setacl,"Summarize Python: def setacl(self, mailbox, who, what):",Set a mailbox acl.
895,setannotation,"Summarize Python: def setannotation(self, *args):","(typ, [data]) = <instance>.setannotation(mailbox[, entry, attribute]+) Set ANNOTATIONs."
896,setquota,"Summarize Python: def setquota(self, root, limits):",Set the quota root's resource limits.
897,sort,"Summarize Python: def sort(self, sort_criteria, charset, *search_criteria):",IMAP4rev1 extension SORT command.
898,status,"Summarize Python: def status(self, mailbox, names):",Request named status conditions for mailbox.
899,store,"Summarize Python: def store(self, message_set, command, flags):",Alters flag dispositions for messages in mailbox.
900,subscribe,"Summarize Python: def subscribe(self, mailbox):",Subscribe to new mailbox.
901,thread,"Summarize Python: def thread(self, threading_algorithm, charset, *search_criteria):",IMAPrev1 extension THREAD command.
902,uid,"Summarize Python: def uid(self, command, *args):","Execute ""command arg ..."" with messages identified by UID,         rather than message number."
903,unsubscribe,"Summarize Python: def unsubscribe(self, mailbox):",Unsubscribe from old mailbox.
904,unselect,Summarize Python: def unselect(self):,Free server's resources associated with the selected mailbox and returns the server to the authenticated state.
905,xatom,"Summarize Python: def xatom(self, name, *args):",Allow simple extension commands         notified by server in CAPABILITY response.
906,open,"Summarize Python: def open(self, host=None, port=None, timeout=None):","Setup a stream connection. This connection will be used by the routines:     read, readline, send, shutdown."
907,open,"Summarize Python: def open(self, host='', port=IMAP4_SSL_PORT, timeout=None):","Setup connection to remote server on ""host:port"".     (default: localhost:standard IMAP4 SSL port). This connection will be used by the routines:     read, readline, send, shutdown."
908,get_object_traceback,Summarize Python: def get_object_traceback(obj):,Get the traceback where the Python object *obj* was allocated. Return a Traceback instance.
909,take_snapshot,Summarize Python: def take_snapshot():,Take a snapshot of traces of memory blocks allocated by Python.
910,dump,"Summarize Python: def dump(self, filename):",Write the snapshot into a file.
911,load,Summarize Python: @staticmethod:,Load a snapshot from a file.
912,filter_traces,"Summarize Python: def filter_traces(self, filters):","Create a new Snapshot instance with a filtered traces sequence, filters is a list of Filter or DomainFilter instances."
913,statistics,"Summarize Python: def statistics(self, key_type, cumulative=False):",Group statistics by key_type. Return a sorted list of Statistic instances.
914,compare_to,"Summarize Python: def compare_to(self, old_snapshot, key_type, cumulative=False):","Compute the differences with an old snapshot old_snapshot. Get statistics as a sorted list of StatisticDiff instances, grouped by group_by."
915,untokenize,Summarize Python: def untokenize(iterable):,"Transform tokens back into Python source code. It returns a bytes object, encoded using the ENCODING token, which is the first token sequence output by tokenize."
916,detect_encoding,Summarize Python: def detect_encoding(readline):,"The detect_encoding() function is used to detect the encoding that should be used to decode a Python source file.  It requires one argument, readline, in the same way as the tokenize() generator."
917,open,Summarize Python: def open(filename):,Open a file in read only mode using the encoding detected by detect_encoding().
918,tokenize,Summarize Python: def tokenize(readline):,"The tokenize() generator requires one argument, readline, which must be a callable object which provides the same interface as the readline() method of built-in file objects."
919,generate_tokens,Summarize Python: def generate_tokens(readline):,Tokenize a source reading Python code as unicode strings.
920,check,Summarize Python: def check(file):,check(file_or_dir).
921,clear_cache,Summarize Python: def clear_cache():,Clear the filecmp cache.
922,cmp,"Summarize Python: def cmp(f1, f2, shallow=True):",Compare two files.
923,cmpfiles,"Summarize Python: def cmpfiles(a, b, common, shallow=True):",Compare common files in two directories.
924,contextmanager,Summarize Python: def contextmanager(func):,@contextmanager decorator.
925,asynccontextmanager,Summarize Python: def asynccontextmanager(func):,@asynccontextmanager decorator.
926,pop_all,Summarize Python: def pop_all(self):,Preserve the context stack by transferring it to a new instance.
927,push,"Summarize Python: def push(self, exit):",Registers a callback with the standard __exit__ method signature.
928,enter_context,"Summarize Python: def enter_context(self, cm):",Enters the supplied context manager.
929,callback,"Summarize Python: def callback(self, callback, /, *args, **kwds):",Registers an arbitrary callback and arguments.
930,close,Summarize Python: def close(self):,Immediately unwind the context stack.
931,enter_async_context,"Summarize Python: async def enter_async_context(self, cm):",Enters the supplied async context manager.
932,push_async_exit,"Summarize Python: def push_async_exit(self, exit):",Registers a coroutine function with the standard __aexit__ method signature.
933,push_async_callback,"Summarize Python: def push_async_callback(self, callback, /, *args, **kwds):",Registers an arbitrary coroutine function and arguments.
934,aclose,Summarize Python: async def aclose(self):,Immediately unwind the context stack.
935,gettempprefix,Summarize Python: def gettempprefix():,The default prefix for temporary directories as string.
936,gettempprefixb,Summarize Python: def gettempprefixb():,The default prefix for temporary directories as bytes.
937,gettempdir,Summarize Python: def gettempdir():,Returns tempfile.tempdir as str.
938,gettempdirb,Summarize Python: def gettempdirb():,Returns tempfile.tempdir as bytes.
939,mkstemp,"Summarize Python: def mkstemp(suffix=None, prefix=None, dir=None, text=False):","User-callable function to create and return a unique temporary file.  The return value is a pair (fd, name) where fd is the file descriptor returned by os.open, and name is the filename."
940,mkdtemp,"Summarize Python: def mkdtemp(suffix=None, prefix=None, dir=None):",User-callable function to create and return a unique temporary directory.  The return value is the pathname of the directory.
941,mktemp,"Summarize Python: def mktemp(suffix='', prefix=template, dir=None):",User-callable function to return a unique temporary file name.  The file is not created.
942,NamedTemporaryFile,"Summarize Python: def NamedTemporaryFile(mode='w+b', buffering=-1, encoding=None, newline=None, suffix=None, prefix=None, dir=None, delete=True, *, errors=None, delete_on_close=True):",Create and return a temporary file.
943,close,Summarize Python: def close(self):,"Close the temporary file, possibly deleting it."
944,TemporaryFile,"Summarize Python: def TemporaryFile(mode='w+b', buffering=-1, encoding=None, newline=None, suffix=None, prefix=None, dir=None, *, errors=None):",Create and return a temporary file.
945,reset,Summarize Python: def reset():,Return a string that resets the CGI and browser to a known state.
946,lookup,"Summarize Python: def lookup(name, frame, locals):",Find the value for a given name in the given environment.
947,scanvars,"Summarize Python: def scanvars(reader, frame, locals):",Scan one logical line of Python and look up values of variables used.
948,html,"Summarize Python: def html(einfo, context=5):",Return a nice HTML document describing a given traceback.
949,text,"Summarize Python: def text(einfo, context=5):",Return a plain text document describing a given traceback.
950,enable,"Summarize Python: def enable(display=1, logdir=None, context=5, format='html'):",Install an exception handler that formats tracebacks as HTML.
951,quoteaddr,Summarize Python: def quoteaddr(addrstring):,Quote a subset of the email addresses defined by RFC 821.
952,quotedata,Summarize Python: def quotedata(data):,Quote data for email.
953,set_debuglevel,"Summarize Python: def set_debuglevel(self, debuglevel):",Set the debug output level.
954,connect,"Summarize Python: def connect(self, host='localhost', port=0, source_address=None):",Connect to a host on a given port.
955,send,"Summarize Python: def send(self, s):",Send `s' to the server.
956,putcmd,"Summarize Python: def putcmd(self, cmd, args=''):",Send a command to the server.
957,getreply,Summarize Python: def getreply(self):,Get a reply from the server.
958,docmd,"Summarize Python: def docmd(self, cmd, args=''):","Send a command, and return its response code."
